이름,성별,학번,차수,현재상태,생년월일,기숙사,전공,학년,기간,호실,배정방,입사일자,퇴사일자,차수시작일,차수종료일,HP,사회코드,사회명,ZIP,LINKKEY,주소
강성우,M,20222843,2023SMUH02,I,990810,B,미디어컨텐츠융합 자율학부,3학년,YY,02,B0904B,20200110,,20200110,20200710,010-2954-2948,S1,저소득계층,62593,서울시 가나구 다라동 105-139
윤민수,F,20239708,2023SMSK02,I,991201,B,IT융합 자율학부,3학년,YY,02,B0206B,20220101,,20220101,20220701,010-3785-5478,S1,저소득계층,65570,서울시 가나구 다라동 91-122
최은지,F,20197063,2023SMUH02,A,980424,B,[유한][UH] 의료뷰티학과,4학년,YY,02,B1006A,20220304,,20220304,20220904,010-9562-4821,S0,장애인,20639,서울시 가나구 다라동 134-1
김수민,F,20196450,202301SC10,I,971227,B,[유한][UH] 의료뷰티학과,3학년,VY,02,B0202A,20220511,,20220511,20221111,010-6383-4377,S0,장애인,94629,서울시 가나구 다라동 17-42
박예슬,F,20228457,202301HD01,I,960402,B,인뭉융합 자율학부,3학년,LY,02,B0801A,20190117,,20190117,20190717,010-4452-4032,S3,통학거리,13394,서울시 가나구 다라동 14-116
강지수,M,20191477,2023SMUH02,I,960618,B,인뭉융합 자율학부,3학년,HY,02,B0505A,20230818,,20230818,20240218,010-5722-4632,S2,장기입사 희망자,26484,서울시 가나구 다라동 46-90
조지수,F,20237048,2023SMSK02,A,990520,B,IT융합 자율학부,1학년,YY,02,B0606B,20201226,,20201226,20210626,010-8379-2525,S2,장기입사 희망자,92680,서울시 가나구 다라동 3-101
조지영,F,20223096,202301SC10,A,990413,B,사회융합 자율학부,3학년,VY,02,B0808B,20191002,,20191002,20200402,010-9474-6611,S0,장애인,30158,서울시 가나구 다라동 84-105
박수민,F,20212944,2023SMUH02,I,990817,B,[유한][UH] 패션디자인학과,4학년,HY,02,B0605A,20190224,,20190224,20190824,010-8852-2065,S1,저소득계층,35402,서울시 가나구 다라동 145-10
최민수,M,20207636,202301SC10,I,970208,B,[유한][UH] 패션디자인학과,1학년,HY,02,B1009B,20231125,,20231125,20240525,010-2830-4265,S0,장애인,14549,서울시 가나구 다라동 35-73
윤지훈,F,20208187,202301SC10,I,980706,B,미디어컨텐츠융합 자율학부,1학년,LY,02,B0907B,20200201,,20200201,20200801,010-3262-6112,S1,저소득계층,51007,서울시 가나구 다라동 29-76
김예슬,M,20231560,202301SC10,I,981115,B,[유한][UH] 패션디자인학과,1학년,LY,02,B0406A,20210205,,20210205,20210805,010-1952-6097,S0,장애인,58741,서울시 가나구 다라동 121-64
조민수,M,20220270,2023SMSK02,A,970607,B,사회융합 자율학부,3학년,VY,02,B1008A,20221126,,20221126,20230526,010-3762-8674,S1,저소득계층,46876,서울시 가나구 다라동 5-2
임민수,F,20200330,2023SMUH02,A,981128,B,[유한][UH] 의료뷰티학과,1학년,LY,02,B0509A,20190719,,20190719,20200119,010-3814-6080,S3,통학거리,73446,서울시 가나구 다라동 105-21
임지영,M,20212879,2023SMUH02,I,980523,B,IT융합 자율학부,1학년,VY,02,B0804B,20191216,,20191216,20200616,010-4176-3066,S4,일반전형,41186,서울시 가나구 다라동 84-45
윤예슬,F,20211874,2023SMUH02,I,961224,B,미디어컨텐츠융합 자율학부,4학년,YY,02,B0708A,20230723,,20230723,20240123,010-3618-3460,S4,일반전형,61120,서울시 가나구 다라동 7-28
최수민,M,20213875,202301HD01,I,971108,B,[유한][UH] 컴퓨터소프트웨어공학과,2학년,YY,02,B0904B,20220705,,20220705,20230105,010-5643-3269,S1,저소득계층,85228,서울시 가나구 다라동 142-65
장예진,M,20223757,202301SC10,A,970307,B,IT융합 자율학부,3학년,HY,02,B0908B,20200814,,20200814,20210214,010-2322-3784,S4,일반전형,60453,서울시 가나구 다라동 16-87
이은지,M,20220774,2023SMSK02,A,970904,B,미디어컨텐츠융합 자율학부,3학년,HY,02,B0909B,20220126,,20220126,20220726,010-1071-4962,S2,장기입사 희망자,38702,서울시 가나구 다라동 122-43
이예진,F,20233722,202301SC10,I,980905,B,사회융합 자율학부,3학년,HY,02,B1009B,20201024,,20201024,20210424,010-8307-8450,S3,통학거리,10765,서울시 가나구 다라동 76-145
김지훈,F,20194807,2023SMSK02,A,970915,B,인뭉융합 자율학부,4학년,LY,02,B0207B,20200216,,20200216,20200816,010-1732-4488,S0,장애인,70539,서울시 가나구 다라동 127-65
윤예진,F,20197145,202301HD01,I,980708,B,미디어컨텐츠융합 자율학부,2학년,HY,02,B1007A,20191104,,20191104,20200504,010-7301-9808,S0,장애인,52848,서울시 가나구 다라동 16-109
강지영,M,20231094,2023SMUH02,A,980303,B,사회융합 자율학부,4학년,HY,02,B0906A,20190206,,20190206,20190806,010-3239-1967,S1,저소득계층,93052,서울시 가나구 다라동 139-37
장민수,F,20200277,202301HD01,I,970423,B,[유한][UH] 의료뷰티학과,4학년,YY,02,B0506B,20230420,,20230420,20231020,010-9390-1124,S1,저소득계층,30297,서울시 가나구 다라동 105-145
김민수,M,20198574,2023SMSK02,A,961019,B,미디어컨텐츠융합 자율학부,4학년,VY,02,B0607A,20191010,,20191010,20200410,010-1477-4062,S1,저소득계층,24237,서울시 가나구 다라동 99-105
조성우,M,20213481,2023SMSK02,A,960325,B,미디어컨텐츠융합 자율학부,3학년,VY,02,B0609A,20200111,,20200111,20200711,010-3913-7999,S0,장애인,18884,서울시 가나구 다라동 87-43
김지영,F,20195717,202301SC10,A,981212,B,미디어컨텐츠융합 자율학부,1학년,VY,02,B0208B,20190206,,20190206,20190806,010-8100-2092,S0,장애인,40627,서울시 가나구 다라동 40-145
이수민,M,20237916,202301SC10,I,980711,B,[유한][UH] 패션디자인학과,2학년,YY,02,B0609B,20220701,,20220701,20230101,010-1742-9750,S2,장기입사 희망자,12984,서울시 가나구 다라동 107-66
조현우,F,20218232,2023SMUH02,I,970713,B,인뭉융합 자율학부,4학년,LY,02,B0403B,20230711,,20230711,20240111,010-5569-9100,S3,통학거리,53888,서울시 가나구 다라동 67-130
김예슬,M,20227532,202301SC10,I,971216,B,[유한][UH] 의료뷰티학과,2학년,HY,02,B1009A,20200318,,20200318,20200918,010-5453-1368,S3,통학거리,71320,서울시 가나구 다라동 37-64
최민수,F,20235300,2023SMUH02,A,960211,B,사회융합 자율학부,3학년,LY,02,B0702A,20231008,,20231008,20240408,010-8308-5939,S4,일반전형,17321,서울시 가나구 다라동 57-3
조현우,F,20220205,2023SMSK02,I,960211,B,사회융합 자율학부,4학년,VY,02,B0102B,20230507,,20230507,20231107,010-5502-7896,S3,통학거리,74975,서울시 가나구 다라동 121-115
강현우,F,20204981,202301HD01,I,981201,B,[유한][UH] 의료뷰티학과,2학년,HY,02,B0307A,20220125,,20220125,20220725,010-8963-8043,S2,장기입사 희망자,68669,서울시 가나구 다라동 35-43
윤수민,F,20199030,2023SMSK02,A,960302,B,미디어컨텐츠융합 자율학부,4학년,VY,02,B1008A,20210227,,20210227,20210827,010-1041-3805,S3,통학거리,38574,서울시 가나구 다라동 119-36
김현우,F,20190643,2023SMSK02,A,990801,B,미디어컨텐츠융합 자율학부,3학년,VY,02,B0706B,20230218,,20230218,20230818,010-9341-2078,S1,저소득계층,59626,서울시 가나구 다라동 49-125
정지수,M,20209366,2023SMSK02,I,990914,B,IT융합 자율학부,4학년,LY,02,B0707B,20210504,,20210504,20211104,010-9077-6208,S3,통학거리,19681,서울시 가나구 다라동 150-32
강지수,M,20224516,202301HD01,I,970222,B,[유한][UH] 패션디자인학과,2학년,VY,02,B0806A,20200102,,20200102,20200702,010-7500-5302,S0,장애인,72637,서울시 가나구 다라동 129-96
박민수,F,20226829,202301SC10,A,970304,B,미디어컨텐츠융합 자율학부,1학년,LY,02,B0806A,20210708,,20210708,20220108,010-6667-4354,S4,일반전형,47604,서울시 가나구 다라동 75-107
박지영,M,20186380,202301HD01,I,980311,B,[유한][UH] 컴퓨터소프트웨어공학과,4학년,LY,02,B0101A,20191121,,20191121,20200521,010-4661-6545,S3,통학거리,30385,서울시 가나구 다라동 112-132
강예슬,F,20205390,2023SMSK02,A,971106,B,[유한][UH] 의료뷰티학과,3학년,HY,02,B0209A,20220117,,20220117,20220717,010-4276-9394,S1,저소득계층,77959,서울시 가나구 다라동 1-20
장예진,F,20184881,2023SMSK02,I,991109,B,[유한][UH] 의료뷰티학과,2학년,VY,02,B0803A,20201016,,20201016,20210416,010-2248-3968,S2,장기입사 희망자,10652,서울시 가나구 다라동 73-67
김지훈,M,20208158,2023SMSK02,I,960511,B,사회융합 자율학부,2학년,YY,02,B0308A,20190817,,20190817,20200217,010-8238-3785,S1,저소득계층,73488,서울시 가나구 다라동 5-21
임지영,F,20209679,202301HD01,A,970520,B,[유한][UH] 컴퓨터소프트웨어공학과,1학년,YY,02,B0109B,20190404,,20190404,20191004,010-9188-4423,S2,장기입사 희망자,57804,서울시 가나구 다라동 91-127
정예진,M,20221123,2023SMSK02,A,960711,B,[유한][UH] 패션디자인학과,1학년,YY,02,B0603B,20231006,,20231006,20240406,010-9695-5653,S2,장기입사 희망자,39427,서울시 가나구 다라동 60-5
이예진,F,20191332,2023SMUH02,I,971015,B,IT융합 자율학부,4학년,VY,02,B0209B,20210913,,20210913,20220313,010-5833-3051,S0,장애인,30998,서울시 가나구 다라동 148-47
정성우,M,20230602,2023SMUH02,I,961023,B,인뭉융합 자율학부,2학년,VY,02,B0909A,20230708,,20230708,20240108,010-7040-5518,S0,장애인,22099,서울시 가나구 다라동 65-81
강민수,M,20209135,2023SMSK02,A,991119,B,[유한][UH] 패션디자인학과,4학년,HY,02,B0905B,20200614,,20200614,20201214,010-6373-3819,S0,장애인,59057,서울시 가나구 다라동 131-17
이예슬,M,20225927,2023SMUH02,A,960228,B,사회융합 자율학부,1학년,YY,02,B0506B,20220324,,20220324,20220924,010-1019-2070,S2,장기입사 희망자,18988,서울시 가나구 다라동 36-48
조예슬,M,20223245,2023SMUH02,I,971025,B,사회융합 자율학부,2학년,VY,02,B0907B,20201210,,20201210,20210610,010-2647-2230,S2,장기입사 희망자,42630,서울시 가나구 다라동 29-127
최지수,M,20187516,2023SMSK02,A,990401,B,[유한][UH] 컴퓨터소프트웨어공학과,4학년,LY,02,B0206B,20190324,,20190324,20190924,010-3454-8399,S0,장애인,91117,서울시 가나구 다라동 93-103
박은지,F,20213752,202301SC10,I,990109,B,[유한][UH] 컴퓨터소프트웨어공학과,3학년,HY,02,B0702A,20230513,,20230513,20231113,010-1875-9337,S2,장기입사 희망자,93356,서울시 가나구 다라동 5-76
장은지,M,20211190,2023SMSK02,A,980601,B,사회융합 자율학부,3학년,VY,02,B0503A,20200413,,20200413,20201013,010-5682-4259,S2,장기입사 희망자,57226,서울시 가나구 다라동 100-44
박예슬,F,20190549,2023SMSK02,A,990707,B,IT융합 자율학부,4학년,VY,02,B0305A,20230102,,20230102,20230702,010-9342-8482,S2,장기입사 희망자,24282,서울시 가나구 다라동 58-134
정은지,M,20187423,2023SMSK02,A,960512,B,IT융합 자율학부,2학년,YY,02,B0202B,20230309,,20230309,20230909,010-3451-2137,S1,저소득계층,78439,서울시 가나구 다라동 100-7
박예진,M,20189638,2023SMUH02,I,960208,B,[유한][UH] 패션디자인학과,2학년,YY,02,B0702A,20231119,,20231119,20240519,010-2111-3807,S0,장애인,83692,서울시 가나구 다라동 70-29
정지수,M,20235406,2023SMUH02,I,980104,B,[유한][UH] 의료뷰티학과,2학년,HY,02,B0109A,20230826,,20230826,20240226,010-2460-5032,S0,장애인,64679,서울시 가나구 다라동 62-53
정예슬,F,20201277,202301SC10,A,990215,B,[유한][UH] 패션디자인학과,2학년,VY,02,B0203B,20230820,,20230820,20240220,010-7838-9036,S1,저소득계층,14828,서울시 가나구 다라동 86-49
이예슬,M,20227907,202301SC10,I,960303,B,[유한][UH] 컴퓨터소프트웨어공학과,3학년,HY,02,B0105B,20190624,,20190624,20191224,010-2201-5061,S1,저소득계층,43315,서울시 가나구 다라동 142-70
정지영,M,20223311,2023SMUH02,A,960719,B,[유한][UH] 의료뷰티학과,2학년,VY,02,B0508A,20230701,,20230701,20240101,010-3200-1692,S1,저소득계층,11022,서울시 가나구 다라동 137-10
장은지,F,20228676,202301SC10,I,990626,B,[유한][UH] 컴퓨터소프트웨어공학과,4학년,HY,02,B1003B,20210823,,20210823,20220223,010-4940-8605,S1,저소득계층,50338,서울시 가나구 다라동 99-138
정민수,F,20207230,202301SC10,I,961016,B,미디어컨텐츠융합 자율학부,3학년,VY,02,B0707A,20190718,,20190718,20200118,010-7484-1922,S3,통학거리,96948,서울시 가나구 다라동 140-30
정예슬,M,20190670,2023SMSK02,A,980912,B,IT융합 자율학부,2학년,LY,02,B0307B,20220125,,20220125,20220725,010-3896-3190,S2,장기입사 희망자,13800,서울시 가나구 다라동 39-125
박지수,M,20182429,202301SC10,I,980601,B,[유한][UH] 패션디자인학과,1학년,HY,02,B0809B,20220118,,20220118,20220718,010-7804-4731,S1,저소득계층,69696,서울시 가나구 다라동 86-120
정성우,F,20189738,202301SC10,I,970323,B,[유한][UH] 의료뷰티학과,2학년,YY,02,B0702A,20220522,,20220522,20221122,010-3586-3861,S0,장애인,81977,서울시 가나구 다라동 148-138
조성우,M,20236292,2023SMUH02,I,990816,B,[유한][UH] 컴퓨터소프트웨어공학과,4학년,HY,02,B0509B,20210807,,20210807,20220207,010-9423-5682,S0,장애인,26871,서울시 가나구 다라동 67-132
정은지,M,20235223,202301SC10,I,961216,B,[유한][UH] 의료뷰티학과,3학년,VY,02,B0408B,20210506,,20210506,20211106,010-3631-6318,S3,통학거리,22618,서울시 가나구 다라동 67-53
김예슬,F,20228452,202301HD01,A,980514,B,[유한][UH] 의료뷰티학과,3학년,LY,02,B0303B,20190107,,20190107,20190707,010-5571-2995,S2,장기입사 희망자,55357,서울시 가나구 다라동 86-107
박은지,F,20220456,2023SMSK02,I,960723,B,[유한][UH] 패션디자인학과,3학년,YY,02,B0202A,20230708,,20230708,20240108,010-8875-5736,S3,통학거리,43161,서울시 가나구 다라동 54-124
윤예슬,M,20207440,2023SMUH02,A,961020,B,[유한][UH] 컴퓨터소프트웨어공학과,3학년,HY,02,B0606A,20210504,,20210504,20211104,010-6652-7525,S0,장애인,18681,서울시 가나구 다라동 102-46
최은지,F,20211310,2023SMSK02,I,980428,B,미디어컨텐츠융합 자율학부,2학년,HY,02,B0703A,20230518,,20230518,20231118,010-8067-9868,S3,통학거리,47097,서울시 가나구 다라동 122-133
김예슬,F,20188693,2023SMUH02,I,970401,B,[유한][UH] 컴퓨터소프트웨어공학과,1학년,LY,02,B0904A,20230903,,20230903,20240303,010-5070-6366,S3,통학거리,42578,서울시 가나구 다라동 124-19
임수민,F,20201045,2023SMUH02,I,980719,B,미디어컨텐츠융합 자율학부,3학년,YY,02,B0604B,20220602,,20220602,20221202,010-7192-4532,S4,일반전형,51026,서울시 가나구 다라동 150-127
박지수,M,20222390,202301SC10,A,980109,B,[유한][UH] 컴퓨터소프트웨어공학과,2학년,VY,02,B0805B,20221003,,20221003,20230403,010-7328-2315,S0,장애인,29939,서울시 가나구 다라동 35-71
장현우,M,20181383,202301SC10,I,990917,B,사회융합 자율학부,2학년,LY,02,B0602A,20210427,,20210427,20211027,010-4742-8878,S2,장기입사 희망자,77822,서울시 가나구 다라동 132-28
정지영,F,20229572,202301HD01,I,970306,B,[유한][UH] 의료뷰티학과,2학년,HY,02,B0202A,20230413,,20230413,20231013,010-7434-8985,S3,통학거리,65920,서울시 가나구 다라동 111-21
이지수,F,20239399,2023SMSK02,A,961117,B,미디어컨텐츠융합 자율학부,4학년,HY,02,B0101A,20210907,,20210907,20220307,010-4424-2056,S4,일반전형,98496,서울시 가나구 다라동 82-130
김지수,M,20223626,202301HD01,I,970809,B,미디어컨텐츠융합 자율학부,1학년,HY,02,B0606A,20230312,,20230312,20230912,010-9352-9911,S3,통학거리,75533,서울시 가나구 다라동 147-48
김성우,F,20229158,2023SMSK02,A,980222,B,인뭉융합 자율학부,2학년,HY,02,B0605A,20221211,,20221211,20230611,010-1207-1267,S1,저소득계층,74282,서울시 가나구 다라동 87-148
최지훈,M,20202341,2023SMUH02,A,960717,B,[유한][UH] 컴퓨터소프트웨어공학과,4학년,YY,02,B1008B,20191124,,20191124,20200524,010-4881-7140,S4,일반전형,83134,서울시 가나구 다라동 14-128
박지훈,F,20239585,2023SMSK02,A,971108,B,인뭉융합 자율학부,1학년,YY,02,B0807A,20230707,,20230707,20240107,010-2656-1482,S3,통학거리,95919,서울시 가나구 다라동 97-32
조현우,M,20212498,2023SMSK02,A,981028,B,[유한][UH] 패션디자인학과,1학년,YY,02,B0503A,20220901,,20220901,20230301,010-5472-8515,S4,일반전형,93055,서울시 가나구 다라동 3-139
이지수,F,20218411,202301SC10,A,970202,B,인뭉융합 자율학부,2학년,VY,02,B0809B,20191010,,20191010,20200410,010-1763-7528,S3,통학거리,29862,서울시 가나구 다라동 128-25
정지훈,F,20198435,2023SMUH02,A,990423,B,[유한][UH] 패션디자인학과,3학년,VY,02,B0604A,20190104,,20190104,20190704,010-9898-9989,S4,일반전형,84563,서울시 가나구 다라동 144-29
강성우,M,20204395,2023SMSK02,A,980511,B,[유한][UH] 의료뷰티학과,3학년,YY,02,B1003B,20220401,,20220401,20221001,010-1004-9678,S2,장기입사 희망자,81858,서울시 가나구 다라동 144-101
조수민,M,20207947,202301SC10,A,980909,B,[유한][UH] 패션디자인학과,1학년,VY,02,B1004B,20191015,,20191015,20200415,010-5673-3327,S2,장기입사 희망자,53587,서울시 가나구 다라동 100-69
조민수,F,20194729,2023SMUH02,A,971212,B,IT융합 자율학부,4학년,VY,02,B0506A,20230826,,20230826,20240226,010-7929-3645,S4,일반전형,11590,서울시 가나구 다라동 91-70
최수민,M,20226660,2023SMSK02,I,980911,B,사회융합 자율학부,3학년,YY,02,B0905A,20220714,,20220714,20230114,010-7511-1228,S1,저소득계층,61718,서울시 가나구 다라동 56-129
임성우,F,20185934,2023SMUH02,I,961105,B,[유한][UH] 컴퓨터소프트웨어공학과,1학년,VY,02,B0108B,20190611,,20190611,20191211,010-8482-9690,S3,통학거리,79709,서울시 가나구 다라동 81-113
최성우,M,20214153,202301HD01,A,991206,B,미디어컨텐츠융합 자율학부,3학년,VY,02,B0108A,20231107,,20231107,20240507,010-6437-9043,S1,저소득계층,50683,서울시 가나구 다라동 33-128
장예진,F,20232109,202301SC10,I,961016,B,[유한][UH] 컴퓨터소프트웨어공학과,1학년,VY,02,B0401B,20210808,,20210808,20220208,010-6854-8436,S2,장기입사 희망자,45699,서울시 가나구 다라동 59-122
김예슬,F,20201191,2023SMSK02,A,960118,B,[유한][UH] 패션디자인학과,4학년,LY,02,B0303A,20200924,,20200924,20210324,010-8766-1039,S2,장기입사 희망자,80757,서울시 가나구 다라동 42-80
강예진,M,20196127,202301SC10,A,981101,B,인뭉융합 자율학부,2학년,YY,02,B0304A,20190422,,20190422,20191022,010-4611-4508,S3,통학거리,40707,서울시 가나구 다라동 128-73
이은지,F,20197013,2023SMSK02,I,990106,B,[유한][UH] 패션디자인학과,2학년,HY,02,B0402A,20220311,,20220311,20220911,010-9379-2754,S0,장애인,66019,서울시 가나구 다라동 140-31
김지영,F,20203618,2023SMUH02,I,970126,B,미디어컨텐츠융합 자율학부,3학년,HY,02,B0806A,20190818,,20190818,20200218,010-1551-8892,S0,장애인,85839,서울시 가나구 다라동 81-140
정지훈,F,20199770,202301SC10,A,990414,B,사회융합 자율학부,1학년,YY,02,B0704A,20210820,,20210820,20220220,010-1345-9861,S1,저소득계층,48192,서울시 가나구 다라동 37-125
조은지,M,20208424,2023SMSK02,A,970308,B,[유한][UH] 의료뷰티학과,2학년,VY,02,B0103B,20201221,,20201221,20210621,010-2057-3188,S3,통학거리,53157,서울시 가나구 다라동 147-126
강은지,M,20201110,2023SMUH02,A,990517,B,[유한][UH] 의료뷰티학과,3학년,LY,02,B1003A,20231121,,20231121,20240521,010-5432-8434,S3,통학거리,84038,서울시 가나구 다라동 93-95
임은지,F,20227965,2023SMUH02,A,980615,B,인뭉융합 자율학부,1학년,VY,02,B0901A,20210118,,20210118,20210718,010-7719-5546,S1,저소득계층,30811,서울시 가나구 다라동 44-24
강예슬,M,20218038,202301HD01,I,980525,B,사회융합 자율학부,1학년,HY,02,B0701A,20200818,,20200818,20210218,010-1037-8066,S0,장애인,34589,서울시 가나구 다라동 145-21
최은지,M,20187814,2023SMUH02,I,961128,B,[유한][UH] 컴퓨터소프트웨어공학과,3학년,YY,02,B0409A,20230113,,20230113,20230713,010-1048-8298,S4,일반전형,46907,서울시 가나구 다라동 106-104
강예슬,F,20216213,2023SMSK02,A,990416,B,미디어컨텐츠융합 자율학부,1학년,HY,02,B0509B,20191212,,20191212,20200612,010-3360-9624,S4,일반전형,11787,서울시 가나구 다라동 38-92
윤예슬,M,20202683,202301HD01,I,960115,B,[유한][UH] 의료뷰티학과,2학년,YY,02,B0404B,20220918,,20220918,20230318,010-4426-5440,S2,장기입사 희망자,72868,서울시 가나구 다라동 19-145
조현우,F,20191580,2023SMUH02,A,991023,B,[유한][UH] 의료뷰티학과,2학년,VY,02,B0902B,20230824,,20230824,20240224,010-4131-9065,S4,일반전형,89336,서울시 가나구 다라동 114-69
조지수,M,20207594,2023SMSK02,A,961004,B,[유한][UH] 패션디자인학과,1학년,YY,02,B0507B,20200227,,20200227,20200827,010-9478-7715,S3,통학거리,10918,서울시 가나구 다라동 129-54
조예진,F,20204634,202301SC10,I,980718,B,[유한][UH] 컴퓨터소프트웨어공학과,1학년,LY,02,B0507A,20230202,,20230202,20230802,010-3917-5390,S2,장기입사 희망자,31284,서울시 가나구 다라동 83-55
윤예진,M,20223895,202301HD01,A,991107,B,사회융합 자율학부,4학년,LY,02,B0909B,20210121,,20210121,20210721,010-8033-8092,S1,저소득계층,63911,서울시 가나구 다라동 84-43
조예진,F,20214732,202301HD01,I,990226,B,미디어컨텐츠융합 자율학부,1학년,LY,02,B0305A,20210802,,20210802,20220202,010-6918-8021,S1,저소득계층,91767,서울시 가나구 다라동 70-25
박예진,F,20214042,202301SC10,I,960118,B,사회융합 자율학부,3학년,HY,02,B0808A,20191109,,20191109,20200509,010-1322-5046,S3,통학거리,44158,서울시 가나구 다라동 52-109
최지영,M,20225928,202301HD01,A,961205,B,[유한][UH] 의료뷰티학과,4학년,LY,02,B0309B,20200514,,20200514,20201114,010-5830-3451,S0,장애인,89067,서울시 가나구 다라동 8-18
강현우,M,20192599,2023SMUH02,A,990315,B,인뭉융합 자율학부,2학년,VY,02,B0906B,20220910,,20220910,20230310,010-5919-8022,S3,통학거리,61425,서울시 가나구 다라동 42-117
이민수,F,20203034,2023SMUH02,A,970424,B,IT융합 자율학부,3학년,HY,02,B0902B,20190505,,20190505,20191105,010-5654-4544,S2,장기입사 희망자,35455,서울시 가나구 다라동 132-78
김민수,M,20200610,2023SMUH02,A,961103,B,인뭉융합 자율학부,4학년,YY,02,B0507A,20191114,,20191114,20200514,010-5841-1823,S1,저소득계층,17367,서울시 가나구 다라동 78-138
정지영,F,20184152,202301SC10,A,960626,B,[유한][UH] 패션디자인학과,4학년,YY,02,B0309B,20221107,,20221107,20230507,010-9606-1727,S2,장기입사 희망자,70988,서울시 가나구 다라동 81-146
강현우,M,20211397,202301SC10,A,970325,B,[유한][UH] 컴퓨터소프트웨어공학과,4학년,LY,02,B0507B,20230112,,20230112,20230712,010-4958-9826,S0,장애인,79800,서울시 가나구 다라동 59-30
장은지,M,20209425,2023SMUH02,I,990512,B,[유한][UH] 패션디자인학과,4학년,LY,02,B0703B,20220706,,20220706,20230106,010-7375-7456,S3,통학거리,39707,서울시 가나구 다라동 40-146
최예진,M,20204027,202301SC10,A,970908,B,사회융합 자율학부,2학년,YY,02,B0205A,20200517,,20200517,20201117,010-4385-7592,S4,일반전형,61738,서울시 가나구 다라동 32-10
